agricultural_land_percent_of_land_area,geo,time
42.86,kna,1976
42.86,kna,1977
42.86,kna,1978
42.86,kna,1979
57.69,kna,1980
57.69,kna,1981
53.85,kna,1982
53.85,kna,1983
50.0,kna,1984
50.0,kna,1985
46.15,kna,1986
46.15,kna,1987
46.15,kna,1988
46.15,kna,1989
46.15,kna,1990
46.15,kna,1991
46.15,kna,1992
46.15,kna,1993
38.46,kna,1994
38.46,kna,1995
34.62,kna,1996
34.62,kna,1997
34.62,kna,1998
38.46,kna,1999
34.62,kna,2000
34.62,kna,2001
30.77,kna,2002
30.77,kna,2003
30.77,kna,2004
19.23,kna,2005
19.23,kna,2006
19.23,kna,2007
19.23,kna,2008
19.23,kna,2009
27.87,lca,1961
27.87,lca,1962
29.51,lca,1963
29.51,lca,1964
29.51,lca,1965
29.51,lca,1966
31.15,lca,1967
31.15,lca,1968
31.15,lca,1969
31.15,lca,1970
32.79,lca,1971
32.79,lca,1972
32.79,lca,1973
32.79,lca,1974
32.79,lca,1975
32.79,lca,1976
32.79,lca,1977
32.79,lca,1978
32.79,lca,1979
32.79,lca,1980
32.79,lca,1981
32.79,lca,1982
32.79,lca,1983
32.79,lca,1984
32.79,lca,1985
32.79,lca,1986
32.79,lca,1987
32.79,lca,1988
32.79,lca,1989
32.79,lca,1990
32.79,lca,1991
32.79,lca,1992
32.79,lca,1993
32.79,lca,1994
34.43,lca,1995
29.51,lca,1996
27.87,lca,1997
27.87,lca,1998
27.87,lca,1999
26.23,lca,2000
22.95,lca,2001
21.31,lca,2002
21.31,lca,2003
21.31,lca,2004
18.03,lca,2005
19.67,lca,2006
18.03,lca,2007
18.03,lca,2008
18.03,lca,2009
25.64,vct,1961
25.64,vct,1962
28.21,vct,1963
28.21,vct,1964
28.21,vct,1965
28.21,vct,1966
28.21,vct,1967
28.21,vct,1968
28.21,vct,1969
28.21,vct,1970
28.21,vct,1971
28.21,vct,1972
25.64,vct,1973
25.64,vct,1974
25.64,vct,1975
25.64,vct,1976
28.21,vct,1977
28.21,vct,1978
30.77,vct,1979
30.77,vct,1980
30.77,vct,1981
28.21,vct,1982
30.77,vct,1983
30.77,vct,1984
30.77,vct,1985
33.33,vct,1986
33.33,vct,1987
33.33,vct,1988
33.33,vct,1989
30.77,vct,1990
30.77,vct,1991
30.77,vct,1992
30.77,vct,1993
30.77,vct,1994
30.77,vct,1995
28.21,vct,1996
28.21,vct,1997
28.21,vct,1998
28.21,vct,1999
25.64,vct,2000
25.64,vct,2001
25.64,vct,2002
25.64,vct,2003
25.64,vct,2004
25.64,vct,2005
25.64,vct,2006
25.64,vct,2007
25.64,vct,2008
25.64,vct,2009
25.09,wsm,1961
25.09,wsm,1962
25.09,wsm,1963
25.09,wsm,1964
27.21,wsm,1965
27.21,wsm,1966
27.21,wsm,1967
27.21,wsm,1968
27.21,wsm,1969
27.21,wsm,1970
27.56,wsm,1971
27.56,wsm,1972
27.56,wsm,1973
27.56,wsm,1974
27.56,wsm,1975
28.98,wsm,1976
29.68,wsm,1977
29.68,wsm,1978
30.39,wsm,1979
30.39,wsm,1980
31.45,wsm,1981
31.45,wsm,1982
31.8,wsm,1983
31.8,wsm,1984
31.8,wsm,1985
31.8,wsm,1986
31.8,wsm,1987
31.8,wsm,1988
23.67,wsm,1989
23.67,wsm,1990
23.67,wsm,1991
22.26,wsm,1992
22.26,wsm,1993
22.26,wsm,1994
22.61,wsm,1995
22.61,wsm,1996
22.61,wsm,1997
22.61,wsm,1998
22.61,wsm,1999
22.26,wsm,2000
22.26,wsm,2001
22.97,wsm,2002
22.97,wsm,2003
22.97,wsm,2004
23.32,wsm,2005
23.32,wsm,2006
23.32,wsm,2007
23.32,wsm,2008
23.67,wsm,2009
16.67,smr,1961
16.67,smr,1962
16.67,smr,1963
16.67,smr,1964
16.67,smr,1965
16.67,smr,1966
16.67,smr,1967
16.67,smr,1968
16.67,smr,1969
16.67,smr,1970
16.67,smr,1971
16.67,smr,1972
16.67,smr,1973
16.67,smr,1974
16.67,smr,1975
16.67,smr,1976
16.67,smr,1977
16.67,smr,1978
16.67,smr,1979
16.67,smr,1980
16.67,smr,1981
16.67,smr,1982
16.67,smr,1983
16.67,smr,1984
16.67,smr,1985
16.67,smr,1986
16.67,smr,1987
16.67,smr,1988
16.67,smr,1989
16.67,smr,1990
16.67,smr,1991
16.67,smr,1992
16.67,smr,1993
16.67,smr,1994
16.67,smr,1995
16.67,smr,1996
16.67,smr,1997
16.67,smr,1998
16.67,smr,1999
16.67,smr,2000
16.67,smr,2001
16.67,smr,2002
16.67,smr,2003
16.67,smr,2004
16.67,smr,2005
16.67,smr,2006
16.67,smr,2007
16.67,smr,2008
16.67,smr,2009
36.46,stp,1961
36.46,stp,1962
36.46,stp,1963
36.46,stp,1964
37.5,stp,1965
37.5,stp,1966
37.5,stp,1967
37.5,stp,1968
37.5,stp,1969
37.5,stp,1970
38.54,stp,1971
38.54,stp,1972
38.54,stp,1973
38.54,stp,1974
38.54,stp,1975
38.54,stp,1976
38.54,stp,1977
38.54,stp,1978
38.54,stp,1979
38.54,stp,1980
38.54,stp,1981
38.54,stp,1982
38.54,stp,1983
38.54,stp,1984
39.58,stp,1985
39.58,stp,1986
39.58,stp,1987
39.58,stp,1988
43.75,stp,1989
43.75,stp,1990
43.75,stp,1991
43.75,stp,1992
43.75,stp,1993
45.83,stp,1994
46.88,stp,1995
46.88,stp,1996
47.92,stp,1997
48.96,stp,1998
51.04,stp,1999
54.17,stp,2000
54.17,stp,2001
55.21,stp,2002
56.25,stp,2003
57.29,stp,2004
57.29,stp,2005
57.29,stp,2006
57.29,stp,2007
57.29,stp,2008
58.33,stp,2009
40.08,sau,1961
40.09,sau,1962
40.1,sau,1963
40.12,sau,1964
40.13,sau,1965
40.14,sau,1966
40.15,sau,1967
40.16,sau,1968
40.18,sau,1969
40.2,sau,1970
40.22,sau,1971
40.25,sau,1972
40.27,sau,1973
40.3,sau,1974
40.32,sau,1975
40.35,sau,1976
40.38,sau,1977
40.4,sau,1978
40.43,sau,1979
40.45,sau,1980
40.48,sau,1981
40.5,sau,1982
40.6,sau,1983
42.99,sau,1984
45.41,sau,1985
47.81,sau,1986
50.23,sau,1987
52.63,sau,1988
55.03,sau,1989
57.44,sau,1990
57.53,sau,1991
57.56,sau,1992
80.84,sau,1993
80.84,sau,1994
80.84,sau,1995
80.71,sau,1996
80.84,sau,1997
80.84,sau,1998
80.84,sau,1999
80.84,sau,2000
80.84,sau,2001
80.85,sau,2002
80.85,sau,2003
80.81,sau,2004
80.81,sau,2005
80.79,sau,2006
80.79,sau,2007
80.72,sau,2008
80.68,sau,2009
44.91,sen,1961
44.91,sen,1962
45.43,sen,1963
45.43,sen,1964
45.95,sen,1965
45.95,sen,1966
46.47,sen,1967
47.35,sen,1968
46.24,sen,1969
46.04,sen,1970
46.47,sen,1971
46.47,sen,1972
46.73,sen,1973
46.98,sen,1974
46.98,sen,1975
46.98,sen,1976
45.94,sen,1977
45.93,sen,1978
45.93,sen,1979
45.92,sen,1980
45.91,sen,1981
45.91,sen,1982
45.9,sen,1983
45.9,sen,1984
45.89,sen,1985
45.88,sen,1986
45.87,sen,1987
45.86,sen,1988
45.85,sen,1989
46.07,sen,1990
45.23,sen,1991
45.55,sen,1992
45.54,sen,1993
45.61,sen,1994
45.08,sen,1995
44.93,sen,1996
44.95,sen,1997
45.0,sen,1998
45.26,sen,1999
45.47,sen,2000
45.76,sen,2001
45.71,sen,2002
45.09,sen,2003
45.38,sen,2004
45.84,sen,2005
44.87,sen,2006
44.87,sen,2007
48.32,sen,2008
49.37,sen,2009
57.92,srb,2006
57.77,srb,2007
57.81,srb,2008
57.8,srb,2009
10.87,syc,1961
10.87,syc,1962
10.87,syc,1963
10.87,syc,1964
10.87,syc,1965
10.87,syc,1966
10.87,syc,1967
10.87,syc,1968
10.87,syc,1969
10.87,syc,1970
10.87,syc,1971
10.87,syc,1972
10.87,syc,1973
10.87,syc,1974
10.87,syc,1975
10.87,syc,1976
10.87,syc,1977
10.87,syc,1978
10.87,syc,1979
10.87,syc,1980
10.87,syc,1981
13.04,syc,1982
13.04,syc,1983
13.04,syc,1984
13.04,syc,1985
13.04,syc,1986
13.04,syc,1987
10.87,syc,1988
10.87,syc,1989
8.696,syc,1990
8.696,syc,1991
8.696,syc,1992
8.696,syc,1993
8.696,syc,1994
8.696,syc,1995
8.696,syc,1996
8.696,syc,1997
8.696,syc,1998
8.696,syc,1999
8.696,syc,2000
8.696,syc,2001
8.696,syc,2002
8.696,syc,2003
8.696,syc,2004
8.696,syc,2005
8.696,syc,2006
6.522,syc,2007
6.522,syc,2008
6.522,syc,2009
36.47,sle,1961
36.54,sle,1962
36.64,sle,1963
36.71,sle,1964
36.78,sle,1965
36.85,sle,1966
36.92,sle,1967
37.06,sle,1968
37.13,sle,1969
37.2,sle,1970
37.27,sle,1971
37.34,sle,1972
37.41,sle,1973
37.48,sle,1974
37.55,sle,1975
37.62,sle,1976
37.69,sle,1977
37.82,sle,1978
37.96,sle,1979
38.03,sle,1980
38.1,sle,1981
38.31,sle,1982
38.38,sle,1983
38.59,sle,1984
39.29,sle,1985
39.36,sle,1986
39.43,sle,1987
39.44,sle,1988
39.44,sle,1989
39.44,sle,1990
39.44,sle,1991
39.3,sle,1992
39.25,sle,1993
39.23,sle,1994
39.23,sle,1995
39.23,sle,1996
39.22,sle,1997
39.22,sle,1998
39.15,sle,1999
39.23,sle,2000
41.78,sle,2001
44.76,sle,2002
45.66,sle,2003
48.28,sle,2004
50.61,sle,2005
53.3,sle,2006
46.65,sle,2007
47.67,sle,2008
47.68,sle,2009
20.9,sgp,1961
20.9,sgp,1962
19.4,sgp,1963
19.4,sgp,1964
19.4,sgp,1965
19.4,sgp,1966
19.4,sgp,1967
17.91,sgp,1968
17.91,sgp,1969
17.91,sgp,1970
14.93,sgp,1971
16.42,sgp,1972
16.42,sgp,1973
13.43,sgp,1974
11.94,sgp,1975
11.94,sgp,1976
11.94,sgp,1977
11.94,sgp,1978
11.94,sgp,1979
11.94,sgp,1980
10.45,sgp,1981
8.955,sgp,1982
8.955,sgp,1983
8.955,sgp,1984
7.463,sgp,1985
5.97,sgp,1986
4.478,sgp,1987
4.478,sgp,1988
2.985,sgp,1989
2.985,sgp,1990
1.493,sgp,1991
1.493,sgp,1992
1.493,sgp,1993
1.493,sgp,1994
1.493,sgp,1995
1.493,sgp,1996
1.493,sgp,1997
1.493,sgp,1998
1.493,sgp,1999
1.493,sgp,2000
1.493,sgp,2001
1.493,sgp,2002
0.0,sgp,2003
0.0,sgp,2004
0.0,sgp,2005
0.0,sgp,2006
0.0,sgp,2007
0.0,sgp,2008
0.0,sgp,2009
50.85,svk,1993
50.85,svk,1994
50.85,svk,1995
50.81,svk,1996
50.83,svk,1997
50.79,svk,1998
50.79,svk,1999
50.73,svk,2000
46.88,svk,2001
46.51,svk,2002
46.48,svk,2003
40.21,svk,2004
40.35,svk,2005
40.31,svk,2006
40.12,svk,2007
40.27,svk,2008
40.13,svk,2009
28.0,svn,1992
27.81,svn,1993
27.26,svn,1994
26.71,svn,1995
26.07,svn,1996
24.58,svn,1997
24.33,svn,1998
24.83,svn,1999
25.72,svn,2000
25.32,svn,2001
25.07,svn,2002
25.32,svn,2003
24.43,svn,2004
25.27,svn,2005
24.38,svn,2006
24.73,svn,2007
24.43,svn,2008
23.24,svn,2009
1.965,slb,1961
1.965,slb,1962
1.965,slb,1963
1.965,slb,1964
1.965,slb,1965
1.965,slb,1966
1.965,slb,1967
1.965,slb,1968
1.965,slb,1969
1.965,slb,1970
1.965,slb,1971
1.965,slb,1972
1.965,slb,1973
1.965,slb,1974
1.965,slb,1975
1.965,slb,1976
2.001,slb,1977
2.036,slb,1978
2.108,slb,1979
2.108,slb,1980
2.108,slb,1981
2.215,slb,1982
2.215,slb,1983
2.287,slb,1984
2.287,slb,1985
2.358,slb,1986
2.322,slb,1987
2.394,slb,1988
2.429,slb,1989
2.429,slb,1990
2.465,slb,1991
2.537,slb,1992
2.537,slb,1993
2.572,slb,1994
2.608,slb,1995
2.608,slb,1996
2.608,slb,1997
2.644,slb,1998
2.715,slb,1999
2.715,slb,2000
2.751,slb,2001
2.822,slb,2002
2.965,slb,2003
2.965,slb,2004
2.965,slb,2005
2.965,slb,2006
3.001,slb,2007
3.037,slb,2008
3.001,slb,2009
69.99,som,1961
69.99,som,1962
70.0,som,1963
70.01,som,1964
70.02,som,1965
70.03,som,1966
70.03,som,1967
70.04,som,1968
70.05,som,1969
70.06,som,1970
70.07,som,1971
70.07,som,1972
70.08,som,1973
70.09,som,1974
70.1,som,1975
70.11,som,1976
70.11,som,1977
70.12,som,1978
70.13,som,1979
70.14,som,1980
70.15,som,1981
70.15,som,1982
70.16,som,1983
70.17,som,1984
70.18,som,1985
70.19,som,1986
70.19,som,1987
70.2,som,1988
70.2,som,1989
70.2,som,1990
70.2,som,1991
70.21,som,1992
70.21,som,1993
70.22,som,1994
70.23,som,1995
70.23,som,1996
70.24,som,1997
70.24,som,1998
70.24,som,1999
70.24,som,2000
70.25,som,2001
70.5,som,2002
70.58,som,2003
70.74,som,2004
70.74,som,2005
70.4,som,2006
70.18,som,2007
70.18,som,2008
70.18,som,2009
84.01,zaf,1961
83.02,zaf,1962
82.07,zaf,1963
81.04,zaf,1964
80.09,zaf,1965
79.94,zaf,1966
79.71,zaf,1967
79.54,zaf,1968
79.36,zaf,1969
79.2,zaf,1970
79.02,zaf,1971
78.85,zaf,1972
78.68,zaf,1973
78.52,zaf,1974
78.33,zaf,1975
78.16,zaf,1976
78.1,zaf,1977
78.05,zaf,1978
78.0,zaf,1979
77.95,zaf,1980
77.91,zaf,1981
77.85,zaf,1982
77.85,zaf,1983
77.85,zaf,1984
77.85,zaf,1985
78.06,zaf,1986
78.47,zaf,1987
78.8,zaf,1988
79.29,zaf,1989
79.71,zaf,1990
80.2,zaf,1991
80.61,zaf,1992
81.02,zaf,1993
81.52,zaf,1994
81.95,zaf,1995
82.09,zaf,1996
82.05,zaf,1997
82.08,zaf,1998
82.04,zaf,1999
82.04,zaf,2000
82.04,zaf,2001
82.04,zaf,2002
82.04,zaf,2003
81.99,zaf,2004
81.99,zaf,2005
81.83,zaf,2006
81.83,zaf,2007
81.83,zaf,2008
81.7,zaf,2009
66.49,esp,1961
66.49,esp,1962
66.3,esp,1963
65.53,esp,1964
65.42,esp,1965
64.34,esp,1966
64.79,esp,1967
64.35,esp,1968
65.08,esp,1969
64.27,esp,1970
65.4,esp,1971
65.16,esp,1972
64.59,esp,1973
64.19,esp,1974
63.89,esp,1975
63.09,esp,1976
63.24,esp,1977
63.02,esp,1978
62.77,esp,1979
62.54,esp,1980
62.48,esp,1981
62.45,esp,1982
61.65,esp,1983
61.32,esp,1984
61.49,esp,1985
61.29,esp,1986
61.27,esp,1987
61.22,esp,1988
61.47,esp,1989
61.01,esp,1990
60.81,esp,1991
60.63,esp,1992
60.13,esp,1993
60.43,esp,1994
59.5,esp,1995
60.35,esp,1996
60.19,esp,1997
59.98,esp,1998
59.62,esp,1999
59.65,esp,2000
59.22,esp,2001
58.95,esp,2002
58.4,esp,2003
58.24,esp,2004
58.43,esp,2005
57.34,esp,2006
56.11,esp,2007
56.42,esp,2008
55.49,esp,2009
27.48,lka,1961
27.22,lka,1962
32.85,lka,1963
33.54,lka,1964
34.38,lka,1965
35.16,lka,1966
35.96,lka,1967
37.01,lka,1968
37.12,lka,1969
37.2,lka,1970
37.3,lka,1971
37.39,lka,1972
37.49,lka,1973
37.59,lka,1974
37.62,lka,1975
38.21,lka,1976
38.8,lka,1977
39.37,lka,1978
37.62,lka,1979
37.46,lka,1980
37.46,lka,1981
36.61,lka,1982
36.8,lka,1983
36.85,lka,1984
36.92,lka,1985
37.09,lka,1986
37.22,lka,1987
37.27,lka,1988
37.31,lka,1989
37.3,lka,1990
37.35,lka,1991
37.38,lka,1992
37.0,lka,1993
37.04,lka,1994
37.09,lka,1995
37.11,lka,1996
37.12,lka,1997
37.14,lka,1998
37.39,lka,1999
37.47,lka,2000
37.49,lka,2001
37.57,lka,2002
37.79,lka,2003
36.84,lka,2004
40.03,lka,2005
38.91,lka,2006
38.11,lka,2007
42.18,lka,2008
41.62,lka,2009
45.81,sdn,1961
45.85,sdn,1962
45.89,sdn,1963
45.94,sdn,1964
45.98,sdn,1965
46.02,sdn,1966
46.06,sdn,1967
46.11,sdn,1968
46.15,sdn,1969
46.19,sdn,1970
46.23,sdn,1971
46.27,sdn,1972
46.32,sdn,1973
46.34,sdn,1974
46.38,sdn,1975
46.42,sdn,1976
46.46,sdn,1977
46.48,sdn,1978
46.48,sdn,1979
46.49,sdn,1980
46.5,sdn,1981
46.52,sdn,1982
46.54,sdn,1983
46.57,sdn,1984
47.43,sdn,1985
48.72,sdn,1986
49.58,sdn,1987
50.86,sdn,1988
51.71,sdn,1989
51.73,sdn,1990
51.75,sdn,1991
52.19,sdn,1992
53.34,sdn,1993
53.92,sdn,1994
54.56,sdn,1995
54.94,sdn,1996
55.06,sdn,1997
55.18,sdn,1998
55.28,sdn,1999
55.38,sdn,2000
55.59,sdn,2001
55.81,sdn,2002
56.62,sdn,2003
56.61,sdn,2004
57.24,sdn,2005
57.16,sdn,2006
57.19,sdn,2007
56.84,sdn,2008
57.55,sdn,2009
0.2628,sur,1961
0.2692,sur,1962
0.2628,sur,1963
0.2949,sur,1964
0.3013,sur,1965
0.2821,sur,1966
0.2756,sur,1967
0.2756,sur,1968
0.3013,sur,1969
0.3077,sur,1970
0.3333,sur,1971
0.3397,sur,1972
0.359,sur,1973
0.3654,sur,1974
0.3718,sur,1975
0.3782,sur,1976
0.391,sur,1977
0.3974,sur,1978
0.4103,sur,1979
0.4423,sur,1980
0.4679,sur,1981
0.4808,sur,1982
0.4808,sur,1983
0.4936,sur,1984
0.5192,sur,1985
0.5385,sur,1986
0.5641,sur,1987
0.5641,sur,1988
0.5641,sur,1989
0.5641,sur,1990
0.5705,sur,1991
0.5705,sur,1992
0.5705,sur,1993
0.5705,sur,1994
0.5705,sur,1995
0.5705,sur,1996
0.5641,sur,1997
0.5641,sur,1998
0.5641,sur,1999
0.5641,sur,2000
0.5513,sur,2001
0.4744,sur,2002
0.5128,sur,2003
0.4936,sur,2004
0.4615,sur,2005
0.4615,sur,2006
0.4487,sur,2007
0.4551,sur,2008
0.5192,sur,2009
85.35,swz,1961
85.93,swz,1962
85.7,swz,1963
85.87,swz,1964
86.28,swz,1965
86.8,swz,1966
87.03,swz,1967
87.09,swz,1968
86.86,swz,1969
86.86,swz,1970
86.86,swz,1971
87.97,swz,1972
87.97,swz,1973
86.16,swz,1974
76.34,swz,1975
79.71,swz,1976
80.99,swz,1977
80.99,swz,1978
77.91,swz,1979
75.06,swz,1980
74.65,swz,1981
74.77,swz,1982
74.88,swz,1983
73.78,swz,1984
74.65,swz,1985
77.27,swz,1986
75.99,swz,1987
74.71,swz,1988
73.49,swz,1989
71.98,swz,1990
71.34,swz,1991
71.1,swz,1992
71.05,swz,1993
71.05,swz,1994
71.05,swz,1995
71.05,swz,1996
71.1,swz,1997
71.1,swz,1998
71.1,swz,1999
71.1,swz,2000
71.16,swz,2001
71.16,swz,2002
71.16,swz,2003
71.16,swz,2004
71.16,swz,2005
71.16,swz,2006
71.16,swz,2007
71.16,swz,2008
71.05,swz,2009
10.33,swe,1961
10.17,swe,1962
9.702,swe,1963
9.609,swe,1964
9.38,swe,1965
9.253,swe,1966
9.224,swe,1967
9.068,swe,1968
9.127,swe,1969
9.146,swe,1970
9.158,swe,1971
9.1,swe,1972
9.061,swe,1973
9.102,swe,1974
9.08,swe,1975
9.102,swe,1976
9.071,swe,1977
9.085,swe,1978
9.044,swe,1979
9.027,swe,1980
8.956,swe,1981
8.919,swe,1982
8.861,swe,1983
8.8,swe,1984
8.515,swe,1985
8.471,swe,1986
8.42,swe,1987
8.376,swe,1988
8.33,swe,1989
8.317,swe,1990
8.183,swe,1991
8.149,swe,1992
8.179,swe,1993
8.179,swe,1994
7.962,swe,1995
8.035,swe,1996
7.942,swe,1997
7.874,swe,1998
7.784,swe,1999
7.684,swe,2000
7.686,swe,2001
7.725,swe,2002
7.708,swe,2003
7.759,swe,2004
7.837,swe,2005
7.708,swe,2006
7.645,swe,2007
7.538,swe,2008
7.504,swe,2009
54.12,che,1961
54.12,che,1962
54.12,che,1963
54.45,che,1964
54.45,che,1965
54.48,che,1966
54.48,che,1967
54.42,che,1968
54.38,che,1969
54.35,che,1970
54.35,che,1971
50.45,che,1972
50.42,che,1973
50.5,che,1974
50.5,che,1975
50.52,che,1976
50.52,che,1977
50.52,che,1978
50.52,che,1979
50.5,che,1980
50.5,che,1981
50.5,che,1982
50.52,che,1983
50.52,che,1984
50.52,che,1985
50.52,che,1986
50.52,che,1987
50.52,che,1988
50.52,che,1989
39.52,che,1990
39.58,che,1991
39.52,che,1992
39.52,che,1993
39.52,che,1994
39.52,che,1995
39.52,che,1996
39.52,che,1997
39.5,che,1998
39.5,che,1999
38.3,che,2000
38.12,che,2001
38.12,che,2002
38.12,che,2003
38.1,che,2004
38.1,che,2005
38.12,che,2006
38.1,che,2007
38.12,che,2008
38.12,che,2009
81.3,syr,1961
81.46,syr,1962
81.84,syr,1963
80.82,syr,1964
77.8,syr,1965
74.16,syr,1966
74.16,syr,1967
73.03,syr,1968
73.16,syr,1969
73.23,syr,1970
73.23,syr,1971
77.05,syr,1972
78.78,syr,1973
78.99,syr,1974
76.76,syr,1975
77.34,syr,1976
76.4,syr,1977
76.23,syr,1978
75.96,syr,1979
76.52,syr,1980
76.8,syr,1981
76.79,syr,1982
76.13,syr,1983
76.03,syr,1984
75.91,syr,1985
75.74,syr,1986
75.67,syr,1987
74.73,syr,1988
73.41,syr,1989
73.43,syr,1990
73.52,syr,1991
74.07,syr,1992
74.23,syr,1993
75.01,syr,1994
75.03,syr,1995
75.04,syr,1996
75.11,syr,1997
74.84,syr,1998
74.91,syr,1999
74.61,syr,2000
74.67,syr,2001
74.87,syr,2002
75.24,syr,2003
75.75,syr,2004
75.33,syr,2005
75.57,syr,2006
75.68,syr,2007
75.68,syr,2008
75.74,syr,2009
32.07,tjk,1992
32.46,tjk,1993
31.94,tjk,1994
32.74,tjk,1995
32.76,tjk,1996
32.6,tjk,1997
32.49,tjk,1998
32.64,tjk,1999
32.67,tjk,2000
32.67,tjk,2001
32.66,tjk,2002
32.84,tjk,2003
33.22,tjk,2004
33.38,tjk,2005
33.83,tjk,2006
33.79,tjk,2007
33.77,tjk,2008
33.94,tjk,2009
29.35,tza,1961
29.35,tza,1962
30.48,tza,1963
30.48,tza,1964
30.48,tza,1965
32.74,tza,1966
32.74,tza,1967
32.74,tza,1968
32.74,tza,1969
33.87,tza,1970
36.13,tza,1971
36.13,tza,1972
36.13,tza,1973
36.13,tza,1974
36.13,tza,1975
36.13,tza,1976
36.13,tza,1977
37.25,tza,1978
37.25,tza,1979
37.25,tza,1980
37.25,tza,1981
37.25,tza,1982
37.25,tza,1983
37.25,tza,1984
38.38,tza,1985
38.38,tza,1986
38.38,tza,1987
38.38,tza,1988
38.38,tza,1989
38.38,tza,1990
38.39,tza,1991
38.38,tza,1992
38.38,tza,1993
38.38,tza,1994
38.38,tza,1995
38.38,tza,1996
38.39,tza,1997
38.38,tza,1998
38.38,tza,1999
38.38,tza,2000
38.5,tza,2001
38.72,tza,2002
39.2,tza,2003
39.23,tza,2004
39.23,tza,2005
39.29,tza,2006
39.34,tza,2007
39.46,tza,2008
40.08,tza,2009
22.81,tha,1961
23.45,tha,1962
24.39,tha,1963
24.84,tha,1964
25.33,tha,1965
25.86,tha,1966
26.35,tha,1967
26.82,tha,1968
27.25,tha,1969
27.89,tha,1970
28.18,tha,1971
29.81,tha,1972
31.47,tha,1973
33.05,tha,1974
33.71,tha,1975
34.35,tha,1976
35.16,tha,1977
35.97,tha,1978
36.61,tha,1979
37.07,tha,1980
37.86,tha,1981
38.71,tha,1982
38.95,tha,1983
39.25,tha,1984
40.28,tha,1985
40.66,tha,1986
41.57,tha,1987
41.75,tha,1988
41.76,tha,1989
41.85,tha,1990
42.11,tha,1991
41.84,tha,1992
41.58,tha,1993
41.34,tha,1994
41.52,tha,1995
40.84,tha,1996
40.01,tha,1997
39.25,tha,1998
39.18,tha,1999
38.82,tha,2000
38.81,tha,2001
38.54,tha,2002
38.27,tha,2003
38.28,tha,2004
38.36,tha,2005
38.36,tha,2006
38.46,tha,2007
38.62,tha,2008
38.75,tha,2009
15.47,tls,1961
15.47,tls,1962
15.47,tls,1963
15.47,tls,1964
15.47,tls,1965
15.47,tls,1966
15.6,tls,1967
15.6,tls,1968
15.67,tls,1969
16.34,tls,1970
16.34,tls,1971
16.48,tls,1972
16.81,tls,1973
16.81,tls,1974
17.15,tls,1975
17.35,tls,1976
17.62,tls,1977
18.22,tls,1978
18.56,tls,1979
18.76,tls,1980
18.96,tls,1981
19.1,tls,1982
19.23,tls,1983
19.44,tls,1984
19.64,tls,1985
19.84,tls,1986
20.11,tls,1987
20.38,tls,1988
20.51,tls,1989
21.39,tls,1990
22.19,tls,1991
22.19,tls,1992
22.53,tls,1993
22.86,tls,1994
22.86,tls,1995
23.0,tls,1996
23.07,tls,1997
22.93,tls,1998
22.66,tls,1999
22.66,tls,2000
24.34,tls,2001
24.34,tls,2002
24.55,tls,2003
25.89,tls,2004
25.89,tls,2005
25.89,tls,2006
25.22,tls,2007
25.89,tls,2008
25.22,tls,2009
56.44,tgo,1961
56.44,tgo,1962
56.44,tgo,1963
56.44,tgo,1964
56.54,tgo,1965
56.54,tgo,1966
56.54,tgo,1967
56.54,tgo,1968
56.54,tgo,1969
56.54,tgo,1970
52.95,tgo,1971
52.95,tgo,1972
52.95,tgo,1973
52.95,tgo,1974
52.95,tgo,1975
52.95,tgo,1976
52.95,tgo,1977
54.79,tgo,1978
55.71,tgo,1979
55.8,tgo,1980
55.8,tgo,1981
55.8,tgo,1982
55.8,tgo,1983
56.72,tgo,1984
56.81,tgo,1985
56.81,tgo,1986
57.18,tgo,1987
57.73,tgo,1988
57.73,tgo,1989
58.65,tgo,1990
58.74,tgo,1991
58.74,tgo,1992
60.67,tgo,1993
60.67,tgo,1994
60.67,tgo,1995
62.51,tgo,1996
63.43,tgo,1997
64.9,tgo,1998
66.74,tgo,1999
66.74,tgo,2000
64.72,tgo,2001
64.26,tgo,2002
63.8,tgo,2003
63.52,tgo,2004
63.34,tgo,2005
63.34,tgo,2006
62.88,tgo,2007
62.6,tgo,2008
62.14,tgo,2009
37.5,ton,1961
38.89,ton,1962
40.28,ton,1963
40.28,ton,1964
41.67,ton,1965
43.06,ton,1966
43.06,ton,1967
43.06,ton,1968
45.83,ton,1969
44.44,ton,1970
44.44,ton,1971
45.83,ton,1972
45.83,ton,1973
47.22,ton,1974
47.22,ton,1975
45.83,ton,1976
45.83,ton,1977
45.83,ton,1978
45.83,ton,1979
47.22,ton,1980
47.22,ton,1981
47.22,ton,1982
45.83,ton,1983
45.83,ton,1984
45.83,ton,1985
45.83,ton,1986
45.83,ton,1987
45.83,ton,1988
44.44,ton,1989
44.44,ton,1990
44.44,ton,1991
44.44,ton,1992
44.44,ton,1993
44.44,ton,1994
45.83,ton,1995
45.83,ton,1996
43.06,ton,1997
43.06,ton,1998
43.06,ton,1999
41.67,ton,2000
41.67,ton,2001
41.67,ton,2002
41.67,ton,2003
41.67,ton,2004
41.67,ton,2005
41.67,ton,2006
43.06,ton,2007
41.67,ton,2008
43.06,ton,2009
18.91,tto,1961
18.91,tto,1962
19.1,tto,1963
19.1,tto,1964
19.1,tto,1965
19.1,tto,1966
19.1,tto,1967
19.1,tto,1968
19.1,tto,1969
19.1,tto,1970
19.69,tto,1971
